runtime_seconds,419.3644915999612
runtime_display,6 min 59.4 s

detuning_ghz,source_power_w,transport_feasible,handover_transfer_efficiency,science_total_temperature_rise_uK,final_retention_from_mot,science_peak_density_m3
225.0,1.2000000000000002,True,0.95,52.182884303713536,0.8512,4.4199085788353823e+18
250.0,1.2000000000000002,True,0.954,46.757904876554164,0.8051759999999999,4.030928097057393e+18
275.0,1.2000000000000002,True,0.954,42.76433250256378,0.845244,4.040661916001195e+18
300.0,1.2000000000000002,True,0.936,42.71516278133635,0.788112,3.324572021323747e+18
325.0,1.2000000000000002,True,0.936,32.969869851280144,0.786535776,3.806953198170249e+18
350.0,1.2000000000000002,True,0.936,32.338467019521495,0.758856384,3.360328795111368e+18
375.0,1.2000000000000002,True,0.896,30.591191292787926,0.7386158079999999,3.1162537988833265e+18
400.0,1.2000000000000002,True,0.9,24.51959677280982,0.745506,3.473082435673355e+18
425.0,1.2000000000000002,True,0.894,23.32117867506748,0.735490224,3.2728101313583104e+18
450.0,1.2000000000000002,True,0.862,25.813240504956326,0.693710016,2.615995801483678e+18
475.0,1.2000000000000002,True,0.868,20.320619405445782,0.69776784,2.9506697797957233e+18
500.0,1.2000000000000002,True,0.87,20.090887953977337,0.6879716400000001,2.72806246152033e+18
525.0,1.2000000000000002,True,0.856,15.47793171029469,0.6418356479999999,2.8530617816078925e+18
550.0,1.2000000000000002,True,0.844,16.59222662728037,0.6362713440000001,2.528281126224725e+18
575.0,1.2000000000000002,True,0.818,14.236883077704825,0.6450813440000001,2.660225313559114e+18
600.0,1.2000000000000002,True,0.806,13.795102512122213,0.5990836800000001,2.372761189042849e+18
625.0,1.2000000000000002,True,0.796,11.452464302332057,0.59754128,2.4891859644090173e+18
650.0,1.2000000000000002,True,0.784,13.031626550730849,0.5901324800000001,2.1621403389271424e+18
675.0,1.2000000000000002,True,0.778,8.082726685947627,0.573865248,2.544445173943695e+18
700.0,1.2000000000000002,True,0.768,7.6607878814809,0.5576939519999999,2.4045777674263194e+18
725.0,1.2000000000000002,True,0.746,8.723014874199162,0.560654808,2.1757551412660283e+18
750.0,1.2000000000000002,True,0.728,7.683530822506874,0.5319961919999999,2.081715859895444e+18
775.0,1.2000000000000002,True,0.714,8.551238607138796,0.5342433600000001,1.9074255417530732e+18
800.0,1.2000000000000002,True,0.714,7.022333330364642,0.5371250639999999,1.9934574277974702e+18
100.0,1.3,True,0.994,135.1486198896314,0.880684,5.402847255765327e+18
125.0,1.3,True,0.984,103.26786491106473,0.887568,5.526041314108291e+18
150.0,1.3,True,0.978,83.70965906094104,0.87042,5.365767571154114e+18
175.0,1.3,True,0.972,71.04461491289219,0.85536,5.109567644647905e+18
200.0,1.3,True,0.976,62.936782702803185,0.845216,4.773856304145903e+18
225.0,1.3,True,0.974,61.430160591849926,0.843484,4.1216877787039703e+18
250.0,1.3,True,0.964,47.127811203736655,0.854104,4.78154737203795e+18
275.0,1.3,True,0.946,47.280615614310975,0.8022079999999999,3.89614402493065e+18
300.0,1.3,True,0.948,42.81254573929784,0.83424,3.9588697381089004e+18
325.0,1.3,True,0.938,37.58283025158161,0.797577648,3.8404227899272684e+18
350.0,1.3,True,0.932,36.16319567545324,0.774178848,3.477446224642481e+18
375.0,1.3,True,0.926,30.50414064200349,0.783677504,3.7378050183246075e+18
400.0,1.3,True,0.898,28.65848935796717,0.722681664,3.3223321156751094e+18
425.0,1.3,True,0.904,23.98163103397814,0.7325799040000001,3.593233722675069e+18
450.0,1.3,True,0.912,27.42424879420699,0.716832,2.8940461247560187e+18
475.0,1.3,True,0.876,22.954847100166127,0.7095600000000001,3.076907714112895e+18
500.0,1.3,True,0.86,25.69736259805034,0.68729136,2.525222365091998e+18
525.0,1.3,True,0.858,20.18310076297937,0.684944832,2.848120533635433e+18
550.0,1.3,True,0.872,15.94629060676752,0.688468416,3.1681979838283116e+18
575.0,1.3,True,0.876,16.810815671312398,0.660041472,2.752938385417696e+18
600.0,1.3,True,0.838,16.625294149753216,0.659499296,2.610555959093236e+18
625.0,1.3,True,0.798,16.508743871748166,0.6303242400000001,2.367463432515659e+18
650.0,1.3,True,0.8,13.084520161480462,0.6237664,2.570734211479434e+18
675.0,1.3,True,0.794,13.113900153562689,0.595804896,2.3263433108940104e+18
700.0,1.3,True,0.808,11.784194034826353,0.6293091840000001,2.483877286726258e+18
725.0,1.3,True,0.776,11.372615357258685,0.591920384,2.2690280794650353e+18
750.0,1.3,True,0.77,9.903591405025093,0.5677056,2.2311381403622024e+18
775.0,1.3,True,0.748,9.25646192569899,0.553202848,2.147043043021407e+18
800.0,1.3,True,0.742,6.793778226560903,0.519732416,2.202864802785392e+18
100.0,1.4000000000000001,True,0.992,146.44326465532012,0.908672,5.606725462645409e+18
125.0,1.4000000000000001,True,0.984,116.8704662439508,0.897408,5.336907110977932e+18
150.0,1.4000000000000001,True,0.984,100.84439630104538,0.893472,4.893842656868327e+18
175.0,1.4000000000000001,True,0.982,87.52256090015354,0.8838,4.597251190437015e+18
200.0,1.4000000000000001,True,0.976,71.96194230468133,0.864736,4.674883262676358e+18
225.0,1.4000000000000001,True,0.97,64.5107895246854,0.8536,4.4089926158716165e+18
250.0,1.4000000000000001,True,0.964,56.22748166516638,0.832896,4.3063753426363756e+18
275.0,1.4000000000000001,True,0.962,49.54703695415924,0.840788,4.3423870530637706e+18
300.0,1.4000000000000001,True,0.942,50.7062759443147,0.812004,3.6057701862887665e+18
325.0,1.4000000000000001,True,0.956,43.25317570701647,0.82216,3.842867769128942e+18
350.0,1.4000000000000001,True,0.936,41.67386882617188,0.7843680000000001,3.421700090752615e+18
375.0,1.4000000000000001,True,0.918,36.045006118964274,0.79866,3.6416928934160543e+18
400.0,1.4000000000000001,True,0.932,31.505449165722347,0.785318112,3.704902741820351e+18
425.0,1.4000000000000001,True,0.912,29.24014379685383,0.7720992,3.5727993025507405e+18
450.0,1.4000000000000001,True,0.9,30.36151766019664,0.7490988,3.088564442389912e+18
475.0,1.4000000000000001,True,0.906,26.385014327009614,0.73239228,3.1629902419296783e+18
500.0,1.4000000000000001,True,0.894,23.197968441617313,0.733398264,3.2765542624931487e+18
525.0,1.4000000000000001,True,0.882,22.95347971196849,0.687705984,2.8916800663028326e+18
550.0,1.4000000000000001,True,0.858,22.29002976710857,0.6993386399999999,2.818493105254166e+18
575.0,1.4000000000000001,True,0.86,18.059275149248712,0.6854544,3.039157819252205e+18
600.0,1.4000000000000001,True,0.864,18.333299443003746,0.682152192,2.8182813994964367e+18
625.0,1.4000000000000001,True,0.856,19.559069738478527,0.661681152,2.4624719409496566e+18
650.0,1.4000000000000001,True,0.828,15.734714900564526,0.652685904,2.6780472580997873e+18
675.0,1.4000000000000001,True,0.792,15.428488383520822,0.623750688,2.459486083287206e+18
700.0,1.4000000000000001,True,0.8,14.401863650503607,0.6071424,2.378359517928422e+18
725.0,1.4000000000000001,True,0.808,11.373707604568192,0.602150688,2.579503411079071e+18
750.0,1.4000000000000001,True,0.808,14.74272297341092,0.6166914560000001,2.162905193742242e+18
775.0,1.4000000000000001,True,0.796,10.466073679095544,0.596388672,2.4342811107013084e+18
800.0,1.4000000000000001,True,0.77,10.52600568435448,0.5813808,2.2646011089816453e+18
100.0,1.5,True,0.996,148.48810690167747,0.9023760000000001,6.062894047277083e+18
125.0,1.5,True,0.99,128.78112997255278,0.9088200000000001,5.288898821307898e+18
150.0,1.5,True,0.984,98.60941426260139,0.85608,5.34797383954374e+18
175.0,1.5,True,0.982,85.63920867748688,0.868088,5.142384131434803e+18
200.0,1.5,True,0.976,73.67025526048381,0.860832,5.020651957697756e+18
225.0,1.5,True,0.974,66.17141975456462,0.85712,4.768642829627009e+18
250.0,1.5,True,0.974,61.93740478502956,0.8590679999999999,4.420155342864991e+18
275.0,1.5,True,0.958,52.83862419619932,0.831544,4.4437277353736694e+18
300.0,1.5,True,0.964,47.387357742362724,0.834824,4.418744998673636e+18
325.0,1.5,True,0.946,46.76694723630267,0.8022079999999999,3.8345300345239004e+18
350.0,1.5,True,0.95,39.74379599423589,0.8265,4.1939411886663076e+18
375.0,1.5,True,0.944,42.84758527635431,0.795142528,3.386130484156029e+18
400.0,1.5,True,0.92,30.777434860873385,0.78568,4.1994785060388536e+18
425.0,1.5,True,0.946,32.814526488935094,0.8022079999999999,3.706092249958053e+18
450.0,1.5,True,0.918,29.67316394294309,0.75889224,3.542484769858389e+18
475.0,1.5,True,0.904,30.19677109865816,0.754232512,3.2089063892461676e+18
500.0,1.5,True,0.898,22.904625486627793,0.756396176,3.7862602135187144e+18
525.0,1.5,True,0.902,24.35783947703522,0.7450519999999999,3.310707470814339e+18
550.0,1.5,True,0.886,24.720193437764642,0.719761592,2.958451346079885e+18
575.0,1.5,True,0.854,23.249941406278502,0.689287312,2.797900641196631e+18
600.0,1.5,True,0.85,20.678825738913403,0.6863647999999999,2.876832682656215e+18
625.0,1.5,True,0.868,17.50221869404973,0.69776784,3.1200530116192445e+18
650.0,1.5,True,0.876,18.504915209640252,0.6850670400000001,2.7871037566176195e+18
675.0,1.5,True,0.848,15.597559078276483,0.63859488,2.772695669766544e+18
700.0,1.5,True,0.84,16.800719951648723,0.6476736,2.543176219028378e+18
725.0,1.5,True,0.794,16.792886740326253,0.639862368,2.393675613706806e+18
750.0,1.5,True,0.804,14.910784118519338,0.6026526720000001,2.3272221858767616e+18
775.0,1.5,True,0.816,12.353321307656373,0.61735296,2.5536780235224366e+18
800.0,1.5,True,0.812,12.494755395910644,0.6130729920000001,2.411421411597561e+18
100.0,1.6,True,0.992,172.51433166131173,0.914624,5.542904528624641e+18
125.0,1.6,True,0.996,123.8798995630278,0.888432,5.989302542291832e+18
150.0,1.6,True,0.988,112.42145211497413,0.8931520000000001,5.210562462221708e+18
175.0,1.6,True,0.984,100.62402183208188,0.887568,4.747144872462696e+18
200.0,1.6,True,0.986,87.02163834203525,0.883456,4.647986803650101e+18
225.0,1.6,True,0.978,70.19555965816578,0.87042,4.981868375497981e+18
250.0,1.6,True,0.966,60.95051125190649,0.85008,4.906895252068124e+18
275.0,1.6,True,0.968,57.47036646732187,0.849904,4.561570087017912e+18
300.0,1.6,True,0.956,49.379724782374566,0.839368,4.685093798745576e+18
325.0,1.6,True,0.96,52.214503215882544,0.8351999999999999,3.90988841915744e+18
350.0,1.6,True,0.936,41.342546984265304,0.801216,4.3049557385563274e+18
375.0,1.6,True,0.954,36.25366993336622,0.824256,4.5663638452840663e+18
400.0,1.6,True,0.944,37.239175336034585,0.7948479999999999,3.910595717466678e+18
425.0,1.6,True,0.924,35.157968053880055,0.785939616,3.747824100667788e+18
450.0,1.6,True,0.944,36.55712883014469,0.78978816,3.342976225115273e+18
475.0,1.6,True,0.938,32.49990688733401,0.773557344,3.3897156712108826e+18
500.0,1.6,True,0.9,32.23346829694436,0.745506,3.060470791209597e+18
525.0,1.6,True,0.904,23.731342786486856,0.747014976,3.735708463001152e+18
550.0,1.6,True,0.904,24.51670245715077,0.737993056,3.3646675065782794e+18
575.0,1.6,True,0.9,26.99378207412385,0.738,2.913728875903286e+18
600.0,1.6,True,0.862,25.148858645137345,0.695103008,2.7449491420760863e+18
625.0,1.6,True,0.852,22.73704959780465,0.673434432,2.726892797935782e+18
650.0,1.6,True,0.86,20.086364754826555,0.679744,2.868056997497803e+18
675.0,1.6,True,0.878,17.931255964648273,0.68390932,2.974081558050476e+18
700.0,1.6,True,0.868,16.954456396096738,0.680512,2.925387339627912e+18
725.0,1.6,True,0.86,17.883890594542713,0.65000864,2.5639223957843313e+18
750.0,1.6,True,0.824,16.03735047952503,0.63273312,2.566519334389904e+18
775.0,1.6,True,0.798,14.932818821673791,0.635281416,2.5802970139719654e+18
800.0,1.6,True,0.796,14.171889921256302,0.604425088,2.4286386736558346e+18
100.0,1.7000000000000002,True,0.992,160.79325363191305,0.906688,6.612525337514993e+18
125.0,1.7000000000000002,True,0.99,156.50665778410624,0.9009,4.895314579814704e+18
150.0,1.7000000000000002,True,0.992,114.83166434373612,0.878912,5.465724148059837e+18
175.0,1.7000000000000002,True,0.98,98.41555378422295,0.89376,5.382484069253136e+18
200.0,1.7000000000000002,True,0.98,94.2985126503331,0.87416,4.563634178161598e+18
225.0,1.7000000000000002,True,0.976,78.82503399667401,0.85888,4.694253765869371e+18
250.0,1.7000000000000002,True,0.976,73.94617029184482,0.872544,4.4120304978691154e+18
275.0,1.7000000000000002,True,0.966,60.169017656779886,0.867468,4.843785719490979e+18
300.0,1.7000000000000002,True,0.964,59.78582055886706,0.842536,4.1764572645269514e+18
325.0,1.7000000000000002,True,0.95,46.898680062240004,0.8379,4.818033272543995e+18
350.0,1.7000000000000002,True,0.962,47.49137518413781,0.8273199999999999,4.218482957982415e+18
375.0,1.7000000000000002,True,0.936,38.823004645281976,0.806832,4.578154058422709e+18
400.0,1.7000000000000002,True,0.952,41.49316500061765,0.832048,4.0262469257757773e+18
425.0,1.7000000000000002,True,0.944,40.37448478279939,0.8061759999999999,3.676592732253246e+18
450.0,1.7000000000000002,True,0.914,32.94794411631823,0.782643576,4.005322409131439e+18
475.0,1.7000000000000002,True,0.938,32.845680194063014,0.7957053999999999,3.7812904030754176e+18
500.0,1.7000000000000002,True,0.938,32.21057151451302,0.78476832,3.530673776599059e+18
525.0,1.7000000000000002,True,0.904,31.15930834478484,0.7653264000000001,3.312729636117001e+18
550.0,1.7000000000000002,True,0.9,27.2526003808535,0.7419131999999999,3.387523330251243e+18
575.0,1.7000000000000002,True,0.908,23.06167783263951,0.7448832479999999,3.6719652984885765e+18
600.0,1.7000000000000002,True,0.91,24.858574810268095,0.7356258,3.2124579488427884e+18
625.0,1.7000000000000002,True,0.9,23.34968970807138,0.7347275999999999,3.189483246061168e+18
650.0,1.7000000000000002,True,0.86,20.137371315590684,0.69071072,3.185690798785037e+18
675.0,1.7000000000000002,True,0.856,20.009543092792192,0.6994102079999999,3.0748941734849705e+18
700.0,1.7000000000000002,True,0.862,21.658835273697953,0.688138048,2.7067996455839084e+18
725.0,1.7000000000000002,True,0.866,19.171403204479645,0.701886072,2.8838584903446764e+18
750.0,1.7000000000000002,True,0.864,16.212212476142497,0.66754368,2.9440403591183114e+18
775.0,1.7000000000000002,True,0.852,20.792764373947286,0.6612883199999999,2.3311142048244004e+18
800.0,1.7000000000000002,True,0.836,15.36634080681754,0.6494850560000001,2.7145716020252785e+18
100.0,1.8,True,0.994,189.3230932509674,0.900564,5.743902429290401e+18
125.0,1.8,True,0.998,152.13118106461442,0.900196,5.533867892385555e+18
150.0,1.8,True,0.992,125.00922769851502,0.910656,5.532054220313899e+18
175.0,1.8,True,0.986,105.56570443105332,0.885428,5.320556209409037e+18
200.0,1.8,True,0.986,85.92546014337069,0.873596,5.56962859930066e+18
225.0,1.8,True,0.986,80.01180046763548,0.879512,5.144400934232294e+18
250.0,1.8,True,0.976,72.42082240104283,0.866688,4.893428043166805e+18
275.0,1.8,True,0.97,67.37870215385206,0.85748,4.58450333123196e+18
300.0,1.8,True,0.972,58.07324554320398,0.870912,4.859196357239737e+18
325.0,1.8,True,0.964,53.51849973459518,0.842536,4.581765061273603e+18
350.0,1.8,True,0.968,50.755632632901595,0.855712,4.428704076477431e+18
375.0,1.8,True,0.956,49.07290067651556,0.8240719999999999,4.0037512469257646e+18
400.0,1.8,True,0.932,40.808969827631145,0.816432,4.3771982793985254e+18
425.0,1.8,True,0.948,43.353732127063346,0.832344,3.847474398795471e+18
450.0,1.8,True,0.942,42.08497501962298,0.808236,3.5492852842288384e+18
475.0,1.8,True,0.914,37.20360289164716,0.769588,3.53802219935621e+18
500.0,1.8,True,0.932,33.55895985819872,0.7906156000000001,3.7299787144770094e+18
525.0,1.8,True,0.934,33.62185270111845,0.7941764640000001,3.490325737833714e+18
550.0,1.8,True,0.918,28.2958244359506,0.76803552,3.697601225310846e+18
575.0,1.8,True,0.888,30.229203707404466,0.742655712,3.1661773919083684e+18
600.0,1.8,True,0.912,26.643010420520753,0.7554460799999999,3.390062420148973e+18
625.0,1.8,True,0.906,26.54110562446462,0.748667664,3.1830419898467784e+18
650.0,1.8,True,0.906,23.10566798029125,0.7360090319999999,3.3231333145085425e+18
675.0,1.8,True,0.882,22.58900131343392,0.714751632,3.117367055822262e+18
700.0,1.8,True,0.862,22.359705463241873,0.67689412,2.829227980597994e+18
725.0,1.8,True,0.854,20.475591232735056,0.6787660320000001,2.8928551567451336e+18
750.0,1.8,True,0.886,17.239655880192608,0.68767776,3.168535131118052e+18
775.0,1.8,True,0.87,20.754936756544723,0.68936712,2.651325261643371e+18
800.0,1.8,True,0.868,15.778445450911306,0.663148528,2.9677773463317463e+18
100.0,1.9000000000000001,True,0.998,196.13300443484226,0.8982,5.921493356427848e+18
125.0,1.9000000000000001,True,0.992,147.4218602929354,0.908672,6.315264956505716e+18
150.0,1.9000000000000001,True,0.994,126.92959692393185,0.902552,5.829824485022333e+18
175.0,1.9000000000000001,True,0.99,111.9041042846772,0.89496,5.416866661322607e+18
200.0,1.9000000000000001,True,0.988,97.59968844658373,0.89908,5.314064996494216e+18
225.0,1.9000000000000001,True,0.98,83.14186698612293,0.87808,5.318303949434625e+18
250.0,1.9000000000000001,True,0.982,80.23596350444913,0.856304,4.642152769785251e+18
275.0,1.9000000000000001,True,0.98,67.66513299119424,0.88004,5.077622271409385e+18
300.0,1.9000000000000001,True,0.968,61.590143772136116,0.8479679999999999,4.802729029713153e+18
325.0,1.9000000000000001,True,0.972,53.62466289270746,0.851472,5.010676209892122e+18
350.0,1.9000000000000001,True,0.96,58.96028847539253,0.82944,3.948972387360861e+18
375.0,1.9000000000000001,True,0.966,45.668992110837934,0.8442839999999999,4.798805489539917e+18
400.0,1.9000000000000001,True,0.956,47.47202280596285,0.827896,4.118504100740287e+18
425.0,1.9000000000000001,True,0.944,42.78656532378212,0.8175039999999999,4.153771788977494e+18
450.0,1.9000000000000001,True,0.958,38.15273416411996,0.827712,4.348386823666003e+18
475.0,1.9000000000000001,True,0.942,39.45973942667617,0.802584,3.7758521452332334e+18
500.0,1.9000000000000001,True,0.924,35.36188440682076,0.778008,3.787726266252572e+18
525.0,1.9000000000000001,True,0.934,32.60336877801584,0.792584928,3.887843610931079e+18
550.0,1.9000000000000001,True,0.942,32.81306097045461,0.7893959999999999,3.6041901775570196e+18
575.0,1.9000000000000001,True,0.924,31.146779029891846,0.762011712,3.4287673175794406e+18
600.0,1.9000000000000001,True,0.892,30.7524845622929,0.7566836,3.244397704566786e+18
625.0,1.9000000000000001,True,0.892,26.499516902447432,0.751342304,3.4689270019433605e+18
650.0,1.9000000000000001,True,0.91,24.38747138765138,0.74107488,3.472636436055907e+18
675.0,1.9000000000000001,True,0.912,23.607575735182053,0.7241280000000001,3.305773083088543e+18
700.0,1.9000000000000001,True,0.894,24.811947267777576,0.740232,3.0837231105270646e+18
725.0,1.9000000000000001,True,0.878,22.884154866207176,0.7065863040000001,2.99459411069734e+18
750.0,1.9000000000000001,True,0.852,23.618800730451056,0.677176416,2.6692848616047514e+18
775.0,1.9000000000000001,True,0.85,20.480559858643275,0.6813056,2.870626016507442e+18
800.0,1.9000000000000001,True,0.868,21.32327071460326,0.710079552,2.7764465903877893e+18
100.0,2.0,True,0.994,217.97022170976726,0.90454,5.574401905496153e+18
125.0,2.0,True,0.998,164.0992128828789,0.88822,5.781758101330811e+18
150.0,2.0,True,0.994,128.5617209438177,0.896588,6.151688119302448e+18
175.0,2.0,True,0.986,119.74250386646341,0.885428,5.30770829800072e+18
200.0,2.0,True,0.986,108.51957175808201,0.875568,4.892021420273945e+18
225.0,2.0,True,0.982,96.01350020460019,0.866124,4.749232395866269e+18
250.0,2.0,True,0.99,81.34920750822478,0.88704,5.108037425588601e+18
275.0,2.0,True,0.972,75.57159412513363,0.876744,4.799461047321497e+18
300.0,2.0,True,0.974,62.560995271953374,0.851276,5.115496248792449e+18
325.0,2.0,True,0.972,57.56652705421146,0.86508,5.084172657326076e+18
350.0,2.0,True,0.974,53.343074649016856,0.861016,4.945376451685771e+18
375.0,2.0,True,0.946,51.44159195829903,0.84194,4.554641132833449e+18
400.0,2.0,True,0.966,51.36846069325456,0.848148,4.1886691084479857e+18
425.0,2.0,True,0.948,47.75754183974442,0.826656,4.0462786421064264e+18
450.0,2.0,True,0.942,41.91883342078802,0.8251919999999999,4.261275180068623e+18
475.0,2.0,True,0.958,38.795668795824085,0.827712,4.276956431408503e+18
500.0,2.0,True,0.948,42.11643005610035,0.8001119999999999,3.5397000591164503e+18
525.0,2.0,True,0.926,35.00935926373505,0.774136,3.834955164005885e+18
550.0,2.0,True,0.926,34.66068649094743,0.7947672800000001,3.721917436744677e+18
575.0,2.0,True,0.936,33.10124594802239,0.8126913600000001,3.7332491010220186e+18
600.0,2.0,True,0.922,29.65890723686543,0.769545456,3.6817886803864504e+18
625.0,2.0,True,0.906,30.650921304690705,0.754386336,3.308699772977721e+18
650.0,2.0,True,0.902,28.76398567160666,0.74716268,3.28374030949737e+18
675.0,2.0,True,0.904,30.488448197077666,0.737993056,2.920649541884262e+18
700.0,2.0,True,0.904,27.267941061006617,0.7253623680000001,3.012435999602754e+18
725.0,2.0,True,0.916,27.993264622588555,0.7309680000000001,2.8259244863828905e+18
750.0,2.0,True,0.884,22.64397277003747,0.716372384,3.154791206463855e+18
775.0,2.0,True,0.864,20.801576846902684,0.682919424,3.0709522209389896e+18
800.0,2.0,True,0.852,22.16318129139102,0.682591728,2.7967259034881787e+18
100.0,2.1,True,0.996,216.97917011936735,0.912336,6.08734509485902e+18
125.0,2.1,True,0.996,176.19160346422194,0.914328,5.820799102341718e+18
150.0,2.1,True,0.994,150.42230831980748,0.898576,5.398969427524833e+18
175.0,2.1,True,0.99,134.63176558356213,0.9009,4.991821411452235e+18
200.0,2.1,True,0.99,98.33722538605225,0.90684,6.169996494962436e+18
225.0,2.1,True,0.986,92.90341282100417,0.8874,5.453168429401828e+18
250.0,2.1,True,0.982,87.2607031036599,0.8838,5.029425606720489e+18
275.0,2.1,True,0.974,71.43023972266265,0.851276,5.358367108146255e+18
300.0,2.1,True,0.988,67.46782860757402,0.8892,5.272185050487126e+18
325.0,2.1,True,0.966,62.64566500737617,0.846216,4.865310958939535e+18
350.0,2.1,True,0.974,61.46898862462919,0.851276,4.493581819785305e+18
375.0,2.1,True,0.968,59.351821917774515,0.840224,4.17775899886466e+18
400.0,2.1,True,0.956,50.66394475735258,0.847016,4.5681741519721165e+18
425.0,2.1,True,0.966,49.364661943051345,0.832692,4.233780682899122e+18
450.0,2.1,True,0.95,49.804166527629704,0.8131999999999999,3.7746615685679985e+18
475.0,2.1,True,0.944,48.28498864988343,0.8212799999999999,3.64805107436782e+18
500.0,2.1,True,0.956,37.56119705599104,0.8336319999999999,4.4482481981394877e+18
525.0,2.1,True,0.946,37.52658640781394,0.7984239999999999,3.979353602051852e+18
550.0,2.1,True,0.924,40.47444415021851,0.7893621120000001,3.417761681128255e+18
575.0,2.1,True,0.932,32.6612566083397,0.775424,3.8806524899294587e+18
600.0,2.1,True,0.94,31.675478191545686,0.7992782399999999,3.875926205300098e+18
625.0,2.1,True,0.934,33.30178358176293,0.7981665120000001,3.4890678154212854e+18
650.0,2.1,True,0.918,27.65366827495113,0.757063584,3.705733849388345e+18
675.0,2.1,True,0.89,31.143722786643764,0.73189328,3.056739352630149e+18
700.0,2.1,True,0.902,24.99377408746839,0.757965032,3.646845126958526e+18
725.0,2.1,True,0.906,27.063782373324266,0.757709544,3.2455558885834757e+18
750.0,2.1,True,0.9,24.735843835535945,0.7488,3.302057305296134e+18
775.0,2.1,True,0.908,21.031047572240617,0.739446144,3.547648674110797e+18
800.0,2.1,True,0.876,22.917420048354316,0.707808,3.038351024452094e+18
100.0,2.2,True,0.996,230.58363814981524,0.914328,6.016118824312293e+18
125.0,2.2,True,1.0,172.7986152813516,0.896,6.278536726244176e+18
150.0,2.2,True,0.994,155.38480509066744,0.90454,5.582010224209821e+18
175.0,2.2,True,0.992,126.73793854317765,0.890816,5.725454823581067e+18
200.0,2.2,True,0.986,110.56786350258332,0.881484,5.548829606963977e+18
225.0,2.2,True,0.986,98.64461065449115,0.873596,5.343598077338255e+18
250.0,2.2,True,0.984,95.41669944560903,0.869856,4.755266017856145e+18
275.0,2.2,True,0.98,94.31030037157785,0.88788,4.286750094346534e+18
300.0,2.2,True,0.976,75.21544955755576,0.864736,4.840510811888836e+18
325.0,2.2,True,0.978,76.15032827624526,0.866508,4.2570719150959903e+18
350.0,2.2,True,0.968,62.5007764531905,0.849904,4.720615739910731e+18
375.0,2.2,True,0.976,58.1975591622076,0.85888,4.680922251930573e+18
400.0,2.2,True,0.966,59.09814901687773,0.832692,4.0661916595509755e+18
425.0,2.2,True,0.96,44.9967430323922,0.85248,5.123930867732686e+18
450.0,2.2,True,0.97,49.848390452883464,0.81868,4.0708708455248876e+18
475.0,2.2,True,0.948,48.609703487167195,0.807696,3.819726107373838e+18
500.0,2.2,True,0.948,41.79038247809407,0.830448,4.2721407968763546e+18
525.0,2.2,True,0.958,36.812359204916014,0.835376,4.5488822142490604e+18
550.0,2.2,True,0.944,40.75515779001344,0.7948479999999999,3.664694380386197e+18
575.0,2.2,True,0.926,42.995200766391726,0.7908040000000001,3.24350881140058e+18
600.0,2.2,True,0.92,36.51045792701189,0.78016,3.547315244598526e+18
625.0,2.2,True,0.942,34.244554690559696,0.8066195279999999,3.682714987361881e+18
650.0,2.2,True,0.928,32.185335636730464,0.783517824,3.5885385182599967e+18
675.0,2.2,True,0.932,32.31453271212497,0.7463306880000001,3.2307399919197174e+18
700.0,2.2,True,0.9,29.192928413550895,0.7547687999999999,3.40613446497389e+18
725.0,2.2,True,0.894,25.200761696593332,0.738751536,3.604968060118288e+18
750.0,2.2,True,0.91,26.777075283698586,0.7556057599999999,3.341588467245508e+18
775.0,2.2,True,0.914,25.757518089432565,0.74798104,3.2674198450204083e+18
800.0,2.2,True,0.904,23.058180331172984,0.7412799999999999,3.395288979063418e+18
100.0,2.3000000000000003,True,0.998,225.82736670740678,0.906184,6.559522564419228e+18
125.0,2.3000000000000003,True,0.996,201.98619710105115,0.908352,5.50717969719265e+18
150.0,2.3000000000000003,True,0.996,158.36059166809838,0.90636,5.829897304608299e+18
175.0,2.3000000000000003,True,0.992,145.0303709841072,0.9047040000000001,5.211395493898193e+18
200.0,2.3000000000000003,True,0.99,128.53848675502138,0.8969400000000001,4.973979991219542e+18
225.0,2.3000000000000003,True,0.99,116.45564650492602,0.89892,4.765260864048319e+18
250.0,2.3000000000000003,True,0.99,97.75609106342405,0.90288,5.119683626418462e+18
275.0,2.3000000000000003,True,0.984,82.92425183152538,0.883632,5.337704551743739e+18
300.0,2.3000000000000003,True,0.976,85.04698735600216,0.874496,4.51553222335136e+18
325.0,2.3000000000000003,True,0.982,67.73159968605657,0.8759440000000001,5.277941468622078e+18
350.0,2.3000000000000003,True,0.97,64.09881071105933,0.85942,4.957859764462989e+18
375.0,2.3000000000000003,True,0.968,64.84995894285979,0.859584,4.4305468677759375e+18
400.0,2.3000000000000003,True,0.974,55.4137237636874,0.853224,4.784076890090309e+18
425.0,2.3000000000000003,True,0.966,58.27568452138827,0.828828,4.029380596367322e+18
450.0,2.3000000000000003,True,0.966,54.252446921507925,0.852012,4.1318546618443715e+18
475.0,2.3000000000000003,True,0.96,53.06791020481947,0.83136,3.824013641195509e+18
500.0,2.3000000000000003,True,0.954,51.94252775440876,0.82044,3.591207159586485e+18
525.0,2.3000000000000003,True,0.944,39.020756215845665,0.8137279999999999,4.473184099040391e+18
550.0,2.3000000000000003,True,0.948,39.81701172548584,0.826656,4.1703633123442657e+18
575.0,2.3000000000000003,True,0.944,37.02599695130392,0.7986239999999999,4.0653522481481364e+18
